,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
103,2169810,"SANTEE R AT TREZESVANTS LANDING NR FT MOTTE, SC",33.7313,-80.6284,3050110,EST,0,,0000-00-00 00:00:00,81.61,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169810
104,2169921,"LAKE MARION NEAR ELLOREE, SC",33.5521,-80.5042,3050111,EST,0,,0000-00-00 00:00:00,76.52,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02169921
105,2171000,"LAKE MARION NEAR PINEVILLE, SC",33.4502,-80.1637,3050112,EST,0,,0000-00-00 00:00:00,76.45,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171000
106,2171001,"SANTEE RIVER @ LK MARION TAILRACE NR PINEVILLE, SC",33.4502,-80.1637,3050112,EST,0,,0000-00-00 00:00:00,45.52,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171001
107,2171500,"SANTEE RIVER NEAR PINEVILLE, SC",33.4543,-80.1415,3050112,EST,4080,cfs,2019-02-25 13:15:00,21.71,ft,2019-03-06 09:15:00,0,79.14,632.56,83.94,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171500
108,2171635,"LK MOULTRIE AT REDIVERSION NR RUSSELLVILLE, SC",33.3989,-79.9975,3050201,EST,0,,0000-00-00 00:00:00,75.1,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171635
109,2171645,"REDIV CANAL AT SANTEE RIVER NR ST STEPHEN, SC",33.4275,-79.915,3050112,EST,19600,cfs,2019-03-06 09:30:00,24.41,ft,2019-03-06 09:30:00,5,59.14,142.03,141.49,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171645
110,2171700,"SANTEE RIVER NR JAMESTOWN, SC",33.3049,-79.6781,3050112,EST,33700,cfs,2019-03-06 09:30:00,15.57,ft,2019-03-06 09:30:00,0,90.16,171.94,180.14,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171700
111,2171800,"NORTH SANTEE RIVER NR NORTH SANTEE, SC",33.2085,-79.3826,3050112,EST,0,,0000-00-00 00:00:00,8.38,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171800
112,2171850,"SOUTH SANTEE RIVER NR MCCLELLANVILLE, SC",33.1841,-79.4059,3050112,EST,0,,0000-00-00 00:00:00,11.53,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171850
113,2171905,"S. SANTEE R @ STATE PIER NR MCCLELLANVILLE, SC",33.1543,-79.3542,3050112,EST,0,,0000-00-00 00:00:00,24.15,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02171905
114,2172000,"LAKE MOULTRIE NEAR PINOPOLIS, SC",33.2446,-79.9915,3050201,EST,0,,0000-00-00 00:00:00,75.14,ft,2019-03-06 09:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172000
115,2172001,"LAKE MOULTRIE NEAR PINOPOLIS, SC (TAILRACE)",33.2446,-79.9915,3050201,EST,0,,0000-00-00 00:00:00,6.65,ft,2019-03-05 06:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172001
116,2172002,"LAKE MOULTRIE TAILRACE CANAL AT MONCKS CORNER, SC",33.2152,-79.9745,3050201,EST,17200,cfs,2019-03-06 08:45:00,8,ft,2019-03-06 08:45:00,0,94.12,347.47,350.62,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172002
117,2172020,"W BRANCH COOPER R @ PIMLICO NR MONCKS CORNER, SC",33.0935,-79.949,3050201,EST,0,,0000-00-00 00:00:00,13.84,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172020
118,2172035,"TURKEY CREEK ABOVE HUGER, SC",33.1316,-79.7837,3050201,EST,9.09,cfs,2019-03-06 09:00:00,4.62,ft,2019-03-06 09:00:00,0,36.38,83.78,53.16,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172035
119,2172040,"BACK RIVER AT DUPONT INTAKE NR KITTREDGE, SC",33.0638,-79.957,3050201,EST,-5180,cfs,2019-03-06 09:30:00,17.27,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172040
120,2172050,"COOPER R NR GOOSE CREEK, SC",33.0577,-79.9362,3050201,EST,0,,0000-00-00 00:00:00,18.12,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172050
121,2172053,"COOPER R AT MOBAY NR N CHARLESTON, SC",32.9835,-79.9229,3050201,EST,0,,0000-00-00 00:00:00,10.44,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172053
122,2172300,"MCTIER CREEK (RD 209) NEAR MONETTA, SC",33.7535,-81.6018,3050204,EST,24.4,cfs,2019-03-06 09:30:00,2.84,ft,2019-03-06 09:30:00,0,75.67,131.18,122.31,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172300
123,2172558,"SOUTH FORK EDISTO RIVER ABOVE SPRINGFIELD,SC",33.5203,-81.4103,3050204,EST,683,cfs,2019-03-06 09:45:00,13.42,ft,2019-03-06 09:45:00,0,75.0,137.7,145.11,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02172558
124,2173000,"SOUTH FORK EDISTO RIVER NEAR DENMARK, SC",33.3932,-81.1332,3050204,EST,1190,cfs,2019-03-06 09:15:00,6.51,ft,2019-03-06 09:15:00,5,66.67,125.26,103.65,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02173000
125,2173030,"SOUTH FORK EDISTO RIVER NEAR COPE, SC",33.359,-81.0595,3050204,EST,1210,cfs,2019-03-06 09:00:00,9.1,ft,2019-03-06 09:00:00,0,76.52,132.75,121.52,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02173030
126,2173051,"SOUTH FORK EDISTO RIVER NEAR BAMBERG, SC",33.3371,-81.0187,3050204,EST,1490,cfs,2019-03-06 09:00:00,10.49,ft,2019-03-06 09:00:00,0,80.79,126.81,121.05,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02173051
127,2173212,"CEDAR CREEK NEAR THOR, SC",33.69,-81.2542,3050203,EST,30.9,cfs,2019-03-06 09:15:00,2.51,ft,2019-03-06 09:15:00,0,88.89,180.7,175.37,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02173212
128,2173300,"NORTH FORK EDISTO RIVER NR NORTH, SC AT HWY 321",33.5904,-81.1054,3050203,EST,0,,0000-00-00 00:00:00,9.57,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02173300
129,2173500,"NORTH FORK EDISTO RIVER AT ORANGEBURG, SC",33.4835,-80.8734,3050203,EST,1070,cfs,2019-03-06 09:00:00,6.87,ft,2019-03-06 09:00:00,5,63.75,124.42,99.45,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02173500
130,2174045,"EDISTO RIVER AT I-95, ABOVE CANADYS,SC",33.0903,-80.6497,3050206,EST,0,,0000-00-00 00:00:00,13.66,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02174045
131,2175000,"EDISTO RIVER NR GIVHANS, SC",33.0279,-80.3915,3050205,EST,2840,cfs,2019-03-06 09:30:00,7.36,ft,2019-03-06 09:30:00,5,35.42,82.56,62.57,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02175000
132,2175500,"SALKEHATCHIE RIVER NEAR MILEY, SC",32.989000000000004,-81.0526,3050207,EST,486,cfs,2019-03-06 09:45:00,3.55,ft,2019-03-06 09:45:00,5,58.95,115.17,87.43,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02175500
133,2176500,"COOSAWHATCHIE RIVER NEAR HAMPTON, SC",32.8363,-81.1318,3050208,EST,202,cfs,2019-03-06 09:15:00,6.49,ft,2019-03-06 09:15:00,5,45.67,91.82,52.14,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02176500
134,2177000,"CHATTOOGA RIVER NEAR CLAYTON, GA",34.814,-83.306,3060102,EST,1590,cfs,2019-03-06 09:00:00,2.71,ft,2019-03-06 09:00:00,7,91.29,190.19,167.8,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02177000
135,2186000,"TWELVEMILE CREEK NEAR LIBERTY, SC",34.8015,-82.7485,3060101,EST,408,cfs,2019-03-06 09:00:00,3.2,ft,2019-03-06 09:00:00,6,81.69,191.55,111.69,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02186000
136,2186702,"EIGHTEENMILE CREEK BELOW PENDLETON,SC",34.645,-82.8006,3060101,EST,129,cfs,2019-03-06 09:15:00,4.36,ft,2019-03-06 09:15:00,0,83.33,179.67,195.34,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02186702
137,2187010,"HARTWELL LAKE NEAR ANDERSON, SC",34.5083,-82.8553,3060102,EST,0,,0000-00-00 00:00:00,661.82,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02187010
138,2187910,"ROCKY RIVER NR STARR, SC",34.3832,-82.5774,3060103,EST,309,cfs,2019-03-06 09:00:00,5.73,ft,2019-03-06 09:00:00,0,89.29,238.61,154.52,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02187910
139,2188100,"RUSSELL LAKE ABOVE CALHOUN FALLS, SC",34.1011,-82.6181,3060103,EST,0,,0000-00-00 00:00:00,474.77,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02188100
140,2192500,"LITTLE RIVER NEAR MT. CARMEL, SC",34.0715,-82.5007,3060103,EST,510,cfs,2019-03-06 09:00:00,4.61,ft,2019-03-06 09:00:00,6,80.55,230.77,121.95,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02192500
141,2193900,"THURMOND LAKE NEAR PLUM BRANCH, SC",33.8417,-82.345,3060103,EST,0,,0000-00-00 00:00:00,329.36,ft,2019-03-06 08:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02193900
142,2196000,"STEVENS CREEK NEAR MODOC, SC",33.7293,-82.1818,3060107,EST,953,cfs,2019-03-06 09:00:00,4.76,ft,2019-03-06 09:00:00,6,76.61,255.5,115.9,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02196000
143,2196483,"SAVANNAH RVR AT STEVENS CREEK DAM NR MORGANA, SC",33.5629,-82.0509,3060107,EST,0,,0000-00-00 00:00:00,187.3,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02196483
144,2196690,"HORSE CREEK AT CLEARWATER, SC",33.4782,-81.9076,3060106,EST,244,cfs,2019-03-06 09:00:00,11.44,ft,2019-03-06 09:00:00,0,92.31,122.92,125.61,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02196690
145,2198760,"SAVANNAH RIVER ABOVE HARDEEVILLE, SC",32.3496,-81.1248,3060109,EST,0,,0000-00-00 00:00:00,10.46,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=02198760
146,21108125,"WACCAMAW RIVER NEAR PAWLEYS ISLAND, SC",33.5066,-79.127,3040206,EST,0,,0000-00-00 00:00:00,7.31,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021108125
147,21313485,"BUFFALO CREEK AT MT PISGAH, SC",34.5822,-80.4569,3040202,EST,0,,0000-00-00 00:00:00,5.04,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021313485
148,21355015,"TEARCOAT BRANCH AT I-95, NEAR MANNING,SC",33.813,-80.1516,3040205,EST,0,,0000-00-00 00:00:00,6.67,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021355015
149,21457492,"ALLISON CREEK AT RD 114 NEAR YORK, SC",35.065,-81.1383,3050101,EST,76,cfs,2019-03-06 09:30:00,4.55,ft,2019-03-06 09:30:00,0,90.91,267.61,260.63,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021457492
150,21459367,"BIG DUTCHMAN CREEK AT ROCK HILL, SC",34.9868,-81.0083,3050103,EST,21.7,cfs,2019-03-06 09:00:00,1.6,ft,2019-03-06 09:00:00,0,59.79,129.94,108.34,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021459367
151,21473415,"FISHING CREEK @ HWY 5 BELOW YORK, SC",34.975,-81.18,3050103,EST,36.8,cfs,2019-03-06 09:30:00,3.06,ft,2019-03-06 09:30:00,0,90.91,374.36,312.93,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021473415
152,21473426,"TOOLS FORK CREEK NEAR ROCK HILL, SC",34.9565,-81.1062,3050103,EST,14.4,cfs,2019-03-06 09:45:00,2.54,ft,2019-03-06 09:45:00,0,78.85,227.49,174.76,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021473426
153,21473428,"WILDCAT CREEK BELOW ROCK HILL, SC",34.8896,-81.0692,3050103,EST,35.4,cfs,2019-03-06 09:00:00,2.85,ft,2019-03-06 09:00:00,0,71.36,171.84,134.09,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021473428
154,21474095,"GREAT FALLS RESERVOIR TAILRACE AT GREAT FALLS,SC",34.558,-80.8932,3050103,EST,0,,0000-00-00 00:00:00,282.4,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021474095
155,21556524,"LAKE BLALOCK NEAR COWPENS, SC",35.0582,-81.8679,3050105,EST,0,,0000-00-00 00:00:00,707.24,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021556524
156,21556525,"PACOLET RIVER BELOW LAKE BLALOCK NEAR COWPENS, SC",35.0476,-81.8557,3050105,EST,939,cfs,2019-03-06 09:45:00,3.79,ft,2019-03-06 09:45:00,0,92.55,250.4,218.06,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021556525
157,21564493,"BROAD RIVER BELOW NEAL SHOALS RES. NR CARLISLE,SC",34.6631,-81.4472,3050106,EST,Eqp,cfs,2019-03-06 09:45:00,Eqp,ft,2019-03-06 09:45:00,0,83.33,404.49,466.02,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021564493
158,21603273,"ROCKY CREEK NEAR WADE HAMPTON,SC",34.8561,-82.2683,3050108,EST,0,,0000-00-00 00:00:00,839.56,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021603273
159,21622845,"SOUTH SALUDA RIVER NEAR ROCKY BOTTOM,SC",35.0608,-82.705,3050109,EST,64.1,cfs,2019-03-06 09:45:00,1.69,ft,2019-03-06 09:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021622845
160,21622847,"SLICKING CREEK NEAR ROCKY BOTTOM,SC",35.0678,-82.6981,3050109,EST,18.7,cfs,2019-03-06 09:45:00,0.61,ft,2019-03-06 09:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021622847
161,21623950,"NORTH SALUDA RIVER NEAR HIGHLAND,SC",35.1672,-82.3647,3050109,EST,32.3,cfs,2019-03-06 09:15:00,2.85,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021623950
162,21623957,"BIG FALLS CREEK NEAR TIGERVILLE,SC",35.17,-82.4028,3050109,EST,42.8,cfs,2019-03-06 09:15:00,1.41,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021623957
163,21623961,"NORTH SALUDA RESERVOIR NEAR TIGERVILLE,SC",35.1417,-82.4086,3050109,EST,0,,0000-00-00 00:00:00,28.4,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021623961
164,21623975,"NORTH SALUDA RIVER ABOVE SLATER,SC",35.0839,-82.46,3050109,EST,299,cfs,2019-03-06 09:15:00,6.09,ft,2019-03-06 09:15:00,0,78.52,286.12,209.09,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021623975
165,21650905,"REEDY RIVER NEAR WATERLOO, SC",34.3914,-82.1394,3050109,EST,778,cfs,2019-03-06 08:45:00,7.33,ft,2019-03-06 08:45:00,0,92.86,219.77,222.85,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021650905
166,21652801,"NORTH RABON CREEK NEAR HICKORY TAVERN, SC",34.525,-82.1383,3050109,EST,76.2,cfs,2019-03-06 08:45:00,5.66,ft,2019-03-06 08:45:00,0,90.0,187.68,199.58,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021652801
167,21695075,"CONGAREE RIVER BELOW CAYCE,SC",33.9324,-81.0173,3050110,EST,0,,0000-00-00 00:00:00,105.55,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021695075
168,21720368,"FRENCH QUARTER CREEK NEAR HUGER,SC",33.0285,-79.8541,3050201,EST,0,,0000-00-00 00:00:00,8,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720368
169,21720508,"COOPER RIVER ABOVE GOOSE CREEK,SC",33.0158,-79.9068,3050201,EST,0,,0000-00-00 00:00:00,9.64,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720508
170,21720677,"COOPER RIVER @ FILBIN CREEK @ NORTH CHARLESTON, SC",32.8905,-79.9629,3050201,EST,0,,0000-00-00 00:00:00,13.29,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720677
171,21720698,"WANDO RIVER ABOVE MT PLEASANT, SC",32.8591,-79.8962,3050201,EST,0,,0000-00-00 00:00:00,20.84,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720698
172,21720709,"COOPER RIVER AT U.S. HWY 17 AT CHARLESTON, SC",32.8024,-79.9101,3050201,EST,0,,0000-00-00 00:00:00,9.02,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720709
173,21720710,"COOPER RVR @ CUSTOMS HOUSE (AUX) @ CHARLESTON, SC",32.7805,-79.9237,3050201,EST,0,,0000-00-00 00:00:00,20.84,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720710
174,21720711,"COOPER RIVER AT CUSTOMS HOUSE AT CHARLESTON, SC",32.7805,-79.9237,3050201,EST,0,,0000-00-00 00:00:00,20.83,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720711
175,21720825,"ASHLEY RIVER BELOW SUMMERVILLE, SC",32.9258,-80.1517,3050202,EST,0,,0000-00-00 00:00:00,11.32,ft,2019-03-06 08:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720825
176,21720869,"ASHLEY RIVER NEAR NORTH CHARLESTON, SC",32.8346,-80.0237,3050202,EST,0,,0000-00-00 00:00:00,11.47,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021720869
177,21989784,"L BACK RIVER ABOVE LUCKNOW CANAL, NR LIMEHOUSE, SC",32.1858,-81.1179,3060109,EST,0,,0000-00-00 00:00:00,4.33,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021989784
178,21989791,"LITTLE BACK RIVER AT F&W DOCK, NEAR LIMEHOUSE, SC",32.1708,-81.1182,3060109,EST,0,,0000-00-00 00:00:00,4.22,ft,2019-03-06 09:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=021989791
179,214676115,"MCALPINE CREEK AT SR2964 NR CAMP COX, SC",35.0408,-80.8917,3050103,EST,210,cfs,2019-03-06 09:15:00,2.24,ft,2019-03-06 09:15:00,0,73.28,139.07,126.58,https://waterdata.usgs.gov/sc/nwis/uv?site_no=0214676115
180,217206935,"COOPER RVR @ PORTS AUTHORITY PIER K, CHARLESTON SC",32.8557,-79.9527,3050201,EST,0,,0000-00-00 00:00:00,15.19,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=0217206935
181,217206962,"WANDO RIVER AT CAINHOY BELOW WANDO,SC",32.9243,-79.8327,3050201,EST,0,,0000-00-00 00:00:00,15.53,ft,2019-03-06 09:00:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=0217206962
182,219897993,"SAVANNAH RIVER AT ELBA ISLAND, NEAR SAVANNAH, GA",32.1031,-81.0069,3050208,EST,0,,0000-00-00 00:00:00,3.61,ft,2019-03-06 09:30:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=0219897993
183,330428079214800,"SKRINE CREEK NEAR MCCLELLENVILLE,SC",33.0744,-79.3633,3050209,EST,0,,0000-00-00 00:00:00,10.3,ft,2019-03-06 09:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=330428079214800
184,333250079240400,"BLACK RIVER AT BROWNS FERRY RD NEAR GEORGETOWN, SC",33.5472,-79.4011,3040205,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-03 11:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=333250079240400
185,333718079255900,"BLACK MINGO CREEK AT SC51 NEAR ANDREWS,SC",33.6217,-79.4331,3040205,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-03 11:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=333718079255900
186,335025079265600,LYNCHES RIVER AT HWY 41/51 BRIDGE,33.8404,-79.4487,3040202,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-03 10:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=335025079265600
187,335413079261000,"GREAT PEEDEE RIVER BELOW FLORENCE,SC",33.9035,-79.4361,3040201,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-03 08:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=335413079261000
188,335512079392400,"LYNCHES RIVER AT US378 NEAR LAKECITY,SC",33.92,-79.6567,3040202,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-10-03 10:15:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=335512079392400
189,335957080495100,"WESTONS POND NEAR COLUMBIA,SC",33.9992,-80.8308,3050104,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-09-24 10:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=335957080495100
190,340001080555400,"UPPER LEGION LAKE NEAR COLUMBIA,SC",34.0003,-80.9317,3050104,EST,0,,0000-00-00 00:00:00,Dis,ft,2018-09-24 10:45:00,0,0.0,,,https://waterdata.usgs.gov/sc/nwis/uv?site_no=340001080555400
