,Tweets,date,source,likes,retweet,image_url,sentiment
90,"Much of the central US is contending with very heavy rainfall that will last through the night, resulting in flash flooding in some areas. Seeing flooded roadways in the dark can be very difficult. Turn Around, Don't Drown. It could save your life. http://weather.gov pic.twitter.com/JyHnjcHVSC",2018-10-08 18:08:18,https://twitter.com/NWS/status/1049421254216822784,49,43,https://pbs.twimg.com/media/DpBKexIU8AUduCx.jpg,-1
91,"As always, it is very important to heed local evacuation orders. They exist to protect you and your family.https://twitter.com/FLGovScott/status/1049369879080591365 …",2018-10-08 17:57:31,https://twitter.com/NWS/status/1049418539982082050,84,52,,1
92,A hurricane WARNING has been issued for portions of the Florida Gulf Coast. Everyone in these areas should prepare for life-threatening winds associated with the core of # Michael. Follow @ NHC_Atlantic for the latest on # HurricaneMichael.pic.twitter.com/mhV77ESceV,2018-10-08 17:08:19,https://twitter.com/NWS/status/1049406158409228293,431,506,https://pbs.twimg.com/media/DpA9N_3VAAARx0w.jpg,1
93,"Life-threatening storm surge is likely along portions of the coasts of the Florida Panhandle, Big Bend, & Nature Coast. A storm surge WARNING is in effect for these areas. Follow all advice given by their local officials. Follow @ NHC_Atlantic for more on # HurricaneMichael.pic.twitter.com/Ts6Jrvsv9V",2018-10-08 17:03:16,https://twitter.com/NWS/status/1049404886855626754,190,192,https://pbs.twimg.com/media/DpA8LWpUUAMOvT_.jpg,1
94,"Through the course of # HurricaneMichael, your local NWS office will be providing important, localized information via their social media accounts and web page. Find yours here: http://weather.gov/socialmedia pic.twitter.com/PArOIruSaz",2018-10-08 16:23:10,https://twitter.com/NWS/status/1049394796547252227,177,112,https://pbs.twimg.com/media/DpAy2N3VsAAZCz4.png,1
95,"While all eyes this morning is on intensifying Hurricane # Michael, a significant flash flood threat is also in effect today across the Plains. A strong upper trough emerging from the southern Rockies will interact with anomalous moisture for a High Risk of excessive rainfall.pic.twitter.com/NZqHQDmtKG",2018-10-08 11:13:49,https://twitter.com/NWS/status/1049316943914848257,134,121,https://pbs.twimg.com/media/Do_q2KAX0AADVah.jpg,1
96,"Here is the latest Forecast Track and Key Messages for Hurricane Michael from @ NWSNHC . # Michael could produce life-threatening hazards for the northeastern Gulf Coast: storm surge, heavy rainfall, and hurricane-force winds, as storm surge and hurricane watches are in effect.pic.twitter.com/8BqNEZRaTE",2018-10-08 11:01:21,https://twitter.com/NWS/status/1049313808366415873,195,194,https://pbs.twimg.com/media/Do_n7qKX4AAAbGW.jpg,1
97,"Looks like a gorgeous sunrise this morning in San Francisco! Offshore winds means mild temperatures, near 70, and no marine layer. Just a terrific snapshot from our colleagues @ NWSBayArea. # CAwx # sunshinehttps://twitter.com/NWSBayArea/status/1049303699070377985 …",2018-10-08 10:28:45,https://twitter.com/NWS/status/1049305602416173057,84,15,,1
98,The National Hurricane Center Storm Surge Unit has issued a Storm Surge Watch for Tropical Storm Michael. This watch extends along a long stretch of Florida coastline from the Panhandle to the central west coast of the Sunshine state. Michael is just shy of hurricane strength.https://twitter.com/NHC_Surge/status/1049265932923756544 …,2018-10-08 08:04:04,https://twitter.com/NWS/status/1049269193865138176,140,126,,-1
99,"Tropical Storm Michael, now packing winds of 60 mph is expected to become a hurricane on Monday. Michael will make landfall over the northeast Gulf Coast midweek before potentially impacting the Carolinas late week.",2018-10-07 22:09:58,https://twitter.com/NWS/status/1049119681980878848,364,287,,-1
100,"Here is the latest forecast track and key messages with Tropical Depression Fourteen, via @ NHC_Atlantic. TD Fourteen has the chance to strengthen today over the northwest Caribbean and may become a Tropical Storm. All northern Gulf Coast residents should monitor this system. # TD14pic.twitter.com/gxGBNfoXhQ",2018-10-07 11:07:58,https://twitter.com/NWS/status/1048953085379432450,166,148,https://pbs.twimg.com/media/Do6gXpwX4AE_1D0.jpg,1
101,"The clash between a cold, dry air mass with a warm, moist one will result in a significant and likely widespread organized heavy rainfall event across the central portion of the country. A moderate risk of excessive rain is in effect each day through Tuesday. # heavyrain # floodingpic.twitter.com/xZpAuwi8Ld",2018-10-07 09:53:08,https://twitter.com/NWS/status/1048934251754938371,152,101,https://pbs.twimg.com/media/Do6NymRX0AA2GX_.jpg,-1
102,Potential Tropical Cyclone 14 likely to become a Tropical Storm over the Gulf by Monday. Impacts likely between Louisiana and Florida then into the Southeast U.S. by late week.,2018-10-06 22:06:54,https://twitter.com/NWS/status/1048756523978162178,96,55,,-1
103,"Winter has made a dramatic appearance across the West and North, while summery weather holds on in the Southeast. Along this boundary between winter and summer is an area of forecast heavy rain with potential for flash floods. Stay tuned to your local office for warnings.pic.twitter.com/mqzElsoKe5",2018-10-06 12:22:43,https://twitter.com/NWS/status/1048609506589138944,62,37,https://pbs.twimg.com/media/Do1n9QfW4AUHurV.jpg,-1
104,"Major Hurricane Sergio is forecast to make a u-turn, and head towards Baja California and weaken next week. Moisture from Sergio remnants is forecast to reach the Southwest and southern Plains mid to late next week. Forecast precipitation image is for Thu and Fri of next week.pic.twitter.com/tOKPP8JmbH",2018-10-06 12:13:21,https://twitter.com/NWS/status/1048607148354277376,66,49,https://pbs.twimg.com/media/Do1ljczUYAA45Yg.jpg,-1
105,Gusty winds will increase Fire Weather threats to critical levels tonight and tomorrow for portions of California.pic.twitter.com/hkH6UuUfud,2018-10-06 12:02:20,https://twitter.com/NWS/status/1048604377731289091,17,9,https://pbs.twimg.com/media/Do1jLAxW0AE0uWK.jpg,0
106,"Regardless of development, this system will likely bring heavy rain to portions of the Gulf Coast next week. Follow @ NHC_Atlantic and Gulf Coast Forecast Offices with http://weather.gov to keep up with the latest watches and warnings.https://twitter.com/NHC_Atlantic/status/1048546332602974208 …",2018-10-06 09:52:45,https://twitter.com/NWS/status/1048571769039282177,83,46,,1
107,The beginning of a multi-day heavy rain event for the central to southern Plains is expected to begin tonight.https://twitter.com/NWSWPC/status/1048344064918245378 …,2018-10-05 19:34:00,https://twitter.com/NWS/status/1048355657139806208,70,33,,-1
108,Isolated severe thunderstorms with large hail and wind damage will be possible across parts of the central and southern Plains. A severe thunderstorms risk also exists from parts of the lower to mid Missouri Valley eastward to the southern Great Lakes.pic.twitter.com/GUTEpOcry3,2018-10-05 18:55:56,https://twitter.com/NWS/status/1048346074975543298,57,34,https://pbs.twimg.com/media/Dox49YSXoAADG-a.jpg,1
109,"Mr. Shank, 9th grade Earth Science @ Methacton was ahead of his time (mid-1980s), emphasizing multidisciplinary studies to solve complex problems. I fell in love with geology, astronomy, oceanography, and meteorology. Meteorology won out. -Doug",2018-10-05 13:55:34,https://twitter.com/NWS/status/1048270485623062528,26,2,,1
110,"I’ve had many great teachers, but Mr. Brown in honors physics and Ms. Schultz in honors chemistry at Omaha South High stand out. I loved going to class every day, experimenting and learning new things - especially when the Bunsen burner was involved. @ OPS_SouthHigh -Chris",2018-10-05 13:55:33,https://twitter.com/NWS/status/1048270483697913857,27,2,,1
111,"Mr. Simonton, my 9th grade Earth Science teacher from @ MilanSchoolCorp fueled my existing passion for meteorology. He once excitedly showed me how much the atmospheric pressure had dropped on our recording barometer after a strong thunderstorm had passed over the school. -Corey",2018-10-05 13:55:33,https://twitter.com/NWS/status/1048270482083106816,6,2,,1
112,"12th grade physics, Mr. Siskind @ hcpss_omhs. He showed me the power of math and physics as the basic foundation related to everything, was enthusiastic, inspirational, and made us feel as though we had the power to reach our goals. Most of all, he made physics fun! -Mary",2018-10-05 13:55:33,https://twitter.com/NWS/status/1048270481080631296,11,2,,1
113,"Mr. Lewis, 6th grade science @ CCCSDtweets. He was never not excited about what he was teaching us, never met a laserdisc he didn’t like, and legend was you’d catch an eraser one way or another if you fell asleep... -Brian",2018-10-05 13:55:32,https://twitter.com/NWS/status/1048270479516217344,4,1,,-1
114,It’s # WorldTeachersDay and we here in the NWS Communications Office can think of no better way to celebrate than to thank the teachers who influenced our careers as scientists...,2018-10-05 13:55:32,https://twitter.com/NWS/status/1048270477754556416,73,19,,-1
115,"...also, knowing the signs and symptoms of heat exhaustion and heat stroke is important for not only protecting yourself, but also those around you. Learn more from @ CDCgov at http://cdc.gov/disasters/extremeheat/warning.html …pic.twitter.com/PHfgYguF4N",2018-10-05 13:26:21,https://twitter.com/NWS/status/1048263132324487169,30,15,https://pbs.twimg.com/media/DowtTnFV4AE1_H-.jpg,1
116,"A hot fall day across a good portion of the southeastern U.S. today. If you're working outside today, make sure to take breaks and hydrate. Learn more about staying safe in the heat at http://weather.gov/heat pic.twitter.com/cK0IlObkJr",2018-10-05 13:26:20,https://twitter.com/NWS/status/1048263127740108800,77,38,https://pbs.twimg.com/media/DowtEX5U0AAty9m.jpg,1
117,"Moderate to locally heavy rainfall is expected across parts of the upper Midwest beginning late this afternoon into Saturday morning. NEVER drive or walk through floodwaters. Turn around, don’t drown. http://weather.gov pic.twitter.com/qQ5h1OCU75",2018-10-05 10:38:52,https://twitter.com/NWS/status/1048220985835618304,57,35,https://pbs.twimg.com/media/DowHbSyU0AEly9t.jpg,-1
118,A few severe thunderstorms with large hail and wind damage will be possible across parts of the central and southern Plains today. A marginal risk for severe thunderstorms will also exist from parts of the lower to mid Missouri Valley eastward to the southern Great Lakes.https://twitter.com/NWSSPC/status/1048193386082127872 …,2018-10-05 10:04:52,https://twitter.com/NWS/status/1048212428872409088,24,7,,1
119,"Weather is like tacos, everyone has their favorite, and too much of it usually ends badly. # NationalTacoDay http://weather.gov/safety pic.twitter.com/MIxSZJSCOT",2018-10-04 16:43:31,https://twitter.com/NWS/status/1047950363297505285,112,34,https://pbs.twimg.com/media/DosQfViWwAEOIai.jpg,-1
120,Warning means TAKE ACTION. Watch means BE PREPARED. http://weather.gov/safety/flood-watch-warning … # FloodSafety # FallSafetypic.twitter.com/C92p13t0TF,2018-10-04 12:54:00,https://twitter.com/NWS/status/1047892603964813312,55,45,https://pbs.twimg.com/media/DoqhV7zW0AIkWky.jpg,1
121,What on earth is a haboob? Learn about them and other examples of weird weather in this short video: http://youtu.be/vuk6gvq7Nwk # wxsciencepic.twitter.com/JvPHWmnNIb,2018-10-04 08:32:46,https://twitter.com/NWS/status/1047826861965889536,45,22,,-1
122,Minor to Major river flooding continues across the Midwest (left) and the upcoming 7 day quantitative precipitation forecast (right) through next Wed shows no break from the wet weather. The upcoming heavy to excessive rainfall may agitate these rivers or increase flood concerns.pic.twitter.com/CccqWedH67,2018-10-03 18:41:59,https://twitter.com/NWS/status/1047617788632879104,35,26,https://pbs.twimg.com/media/DonhUI6XkAUxe4V.jpg,-1
123,"A developing line of thunderstorms will likely disrupt rush hour traffic and air traffic in and out of MSP over the next hour or two. These storms will have a chance to become severe over time, as a Tornado watch is in effect east of Minneapolis, across northern Wisconsin.https://twitter.com/NWSTwinCities/status/1047610284825894912 …",2018-10-03 18:19:01,https://twitter.com/NWS/status/1047612008714194945,25,12,,0
124,Wireless Emergency Alerts save lives. These alerts are activated for... Tsunami Warnings Tornado Warnings Flash Flood Warnings Hurricane Warnings Typhoon Warnings Dust Storm Warnings Extreme Wind Warnings Snow Squall Warningspic.twitter.com/yeIaVTxJKu,2018-10-03 14:29:43,https://twitter.com/NWS/status/1047554305300058112,476,306,https://pbs.twimg.com/media/DomoaBiUcAAB9nS.jpg,-1
125,Wireless Emergency Alerts save lives. pic.twitter.com/rQp3IC8G1p,2018-10-03 14:25:22,https://twitter.com/NWS/status/1047553211467485187,335,154,https://pbs.twimg.com/media/Domm-RJV4AAvIK4.jpg,0
126,"Today's alert is a test, but when received at the right time, these alerts can help keep you safe during an emergency.pic.twitter.com/SPDLlqCrQe",2018-10-03 10:33:51,https://twitter.com/NWS/status/1047494945509130241,276,94,https://pbs.twimg.com/media/Doly16MX0AAI_2k.jpg,1
127,Good morning everyone. Have a great Wednesday!pic.twitter.com/WSMtIt01AR,2018-10-03 10:13:53,https://twitter.com/NWS/status/1047489921747968001,281,67,,1
128,Tomorrow at approximately 2:20PM EDT there is a planned national Wireless Emergency Alert (WEA) test. Learn more: https://www.fema.gov/emergency-alert-test …pic.twitter.com/3ZfjefZplF,2018-10-02 20:00:00,https://twitter.com/NWS/status/1047275037152215042,82,114,https://pbs.twimg.com/media/Doct2rKXsAEdCUb.png,1
129,Strong/severe thunderstorms will sag southeast across central PA into northern NJ over the next few hours. There is a threat of hail and damaging winds. The threat of tornadoes should gradually decrease over the next few hours.https://twitter.com/NWSSPC/status/1047263738292789248 …,2018-10-02 19:20:29,https://twitter.com/NWS/status/1047265088783220740,29,26,,1
130,"All WEA-compatible cell phones that are switched on and within range of an active cell tower, and whose wireless carrier participates in WEA, will receive the test message",2018-10-02 16:40:01,https://twitter.com/NWS/status/1047224708809334785,3,0,,-1
131,Of course!,2018-10-02 16:22:05,https://twitter.com/NWS/status/1047220196480569346,1,0,,0
132,ATTENTION LIBRARIANS: Please be gentle on library visitors tomorrow around 2:20PM EDT when phones will chirp during the national Wireless Emergency Alert (WEA) test. http://weather.gov/wrn/wea pic.twitter.com/5DW7LLj05l,2018-10-02 16:18:12,https://twitter.com/NWS/status/1047219217387454465,209,145,https://pbs.twimg.com/media/Doh4M1xXUAEsQj2.jpg,1
133,"*blushes* Why, thank you!",2018-10-02 11:58:32,https://twitter.com/NWS/status/1047153872064663552,6,0,,0
134,"Rain will continue today across parts of the Southwest US, associated with a plume of tropical moisture from the remnants of Rosa. Rain will be heavy at times, with the threat of flooding. NEVER drive through floodwaters. You may think you know how deep the water is, but...pic.twitter.com/9uWVIXDjJg",2018-10-02 11:48:38,https://twitter.com/NWS/status/1047151379301715969,150,90,,-1
135,Yep! That was poorly-worded. Sorry about that.,2018-10-02 11:04:26,https://twitter.com/NWS/status/1047140257576173568,6,0,,-1
136,You will also see/hear a test message on your TV & radio lasting about one minute. All messages will start with “THIS IS A TEST” and end with “No action is needed.” Find answers to Frequently Asked Questions and more information at http://fema.gov/emergency-alert-test …,2018-10-02 10:58:31,https://twitter.com/NWS/status/1047138765054062593,44,38,,1
137,"The test is for a Presidential Alert, a type of Wireless Emergency Alert (WEA) only used for major emergencies that affect the entire country. This is the national version of WEA messages like AMBER & weather alerts from your local agencies.",2018-10-02 10:58:30,https://twitter.com/NWS/status/1047138764135550982,44,36,,1
138,You’ll get a message box on your phone with a tone & vibration. This is NOT a text and your phone number is NOT shared with anyone.,2018-10-02 10:58:30,https://twitter.com/NWS/status/1047138763237969920,16,20,,0
139,"REMINDER Next Wednesday Oct. 3rd at 2:18 PM EDT, there will be a nationwide test of the Wireless Emergency Alert system. Share these 3 facts with your friends and family so they know what to expect:",2018-10-02 10:58:30,https://twitter.com/NWS/status/1047138761539227649,162,204,,0
140,"Wednesday, Oct 3 at 2:18 pm EDT, there will be a national test of the Wireless Emergency Alert (WEA) system. A test message will be sent to cell phones connected to wireless providers participating in WEA. http://weather.gov/wrn/wea pic.twitter.com/It8aOsDBmL",2018-10-01 20:00:01,https://twitter.com/NWS/status/1046912650125299713,154,195,https://pbs.twimg.com/media/DoctR9fX0AQXvtd.jpg,0
141,"A very unsettled few days coming up for the southwestern quad of the country with the threat for excessive rain. In addition to tropical moisture from Rosa impacting the Southwest and Four Corners region, an upper low approaching CA may yield heavy rainfall for southern CA. # rainpic.twitter.com/JH4OJSBWa9",2018-10-01 19:45:40,https://twitter.com/NWS/status/1046909042021552128,58,38,https://pbs.twimg.com/media/Dodc7QvW4AEhb7S.jpg,-1
142,ATTENTION EDUCATORS (and everyone else): this Wednesday at approximately 2:20PM EDT there is a planned national Wireless Emergency Alert (WEA) test… also known as “National Which Students are Sneaking Smartphones into Class Day.” http://weather.gov/wrn/wea pic.twitter.com/NGCMun5dr0,2018-10-01 16:02:29,https://twitter.com/NWS/status/1046852876105060352,249,186,https://pbs.twimg.com/media/Docq_FXWkAAx5rR.jpg,-1
143,"Rain is starting to push into Southern AZ this afternoon beginning several days of flash flood concern as moisture from TS Rosa streams into the region. Water can quickly rise in normally dry creek beds. Avoid low water crossings and turn around, don't drown.pic.twitter.com/2MAhYbedcY",2018-10-01 15:16:13,https://twitter.com/NWS/status/1046841231320473600,53,33,https://pbs.twimg.com/media/DocgcFyW0AIL55a.jpg,1
144,"Happy Birthday @ NASA and thanks for the lift! We got you a cake but decided to leave off the candles. You know, rocket fuel and all...pic.twitter.com/mIw2psR5O9",2018-10-01 12:04:40,https://twitter.com/NWS/status/1046793026595704832,570,155,,1
145,"3) If you're up early across North Dakota, you may be lucky(?) enough to spot some early snowfall! A few flurries have been just enough to whiten up some northern parts of the state but should quickly melt as temperatures warm this morning. (Photo courtesy of @ NWSBismarck)pic.twitter.com/k3i3PHjkU1",2018-10-01 10:07:51,https://twitter.com/NWS/status/1046763626965667840,27,10,https://pbs.twimg.com/media/DobZ5ELW0AA8mcm.jpg,1
146,"2) Downstream across the upper midwest, more heavy rain is forecast. 3-5 inches of rain are possible from Kansas to Michigan through Wednesday along with a slight chance of severe thunderstorms along the front this afternoon and evening in parts of IA/WI/IL.pic.twitter.com/qRd9ADHpWt",2018-10-01 10:06:53,https://twitter.com/NWS/status/1046763384279052290,35,14,https://pbs.twimg.com/media/DobZrjfXgAIivdW.jpg,1
147,"Like my headphones after my kid got ahold of them, today's weather comes to you in 3 parts... 1) Tropical moisture from # Rosa overspreads the southwest with several inches possible through Wed. creating dangerous flash flooding, debris flows, and landslides. # TurnAroundDontDrownpic.twitter.com/rF0vSQW8dt",2018-10-01 10:05:38,https://twitter.com/NWS/status/1046763071274987521,129,24,https://pbs.twimg.com/media/DobYX2AWsAAn3-X.jpg,-1
148,"Here are the latest key messages with Hurricane Rosa for the Southwestern United States, as heavy to excessive rainfall with flooding is likely early this week. # Rosapic.twitter.com/VtOETD5Eal",2018-09-30 11:08:15,https://twitter.com/NWS/status/1046416439396241409,102,86,https://pbs.twimg.com/media/DoWdF2gX0AYxV64.jpg,1
149,"Here is a comprehensive tween on Hurricane Rosa by our colleagues @ NWSOPC, including forecast track, key messages, precipitation forecast and satellite loop. The next advisory from @ NWSNHC will be issued at 11am EDT. # Rosahttps://twitter.com/NWSOPC/status/1046377911106904065 …",2018-09-30 08:49:59,https://twitter.com/NWS/status/1046381645153087488,86,62,,0
150,"Here is a look at high temperatures on Sunday across the country. Very warm and mild across the southern tier of the country, while the northern tier will see some below average temperatures.pic.twitter.com/E3tpeMU1mB",2018-09-30 08:09:26,https://twitter.com/NWS/status/1046371439765581825,65,20,https://pbs.twimg.com/media/DoVwJSEXcAAFOb6.jpg,1
151,Hurricane Rosa in the Eastern Pacific is expected to become a heavy rain threat to the Desert Southwest by Monday.https://twitter.com/NHC_Pacific/status/1046153035595108352 …,2018-09-29 17:53:35,https://twitter.com/NWS/status/1046156056924172289,71,42,,-1
152,"9/29/2009: # Tsunami killed 192, brought destruction to Samoa, American Samoa & Tonga. Knowledge saved lives! http://weather.gov/tsunamisafety pic.twitter.com/gVg2x8OxJO",2018-09-29 11:38:00,https://twitter.com/NWS/status/1046061538606370816,75,36,,-1
153,"Hurricane Rosa will continue to weaken, but will likely make landfall over northern Mexico early next week as a Tropical Storm. Heavy rainfall and flooding will become likely early to mid next week over the Desert Southwest, possibly into the Rockies.",2018-09-28 21:54:40,https://twitter.com/NWS/status/1045854338969735169,83,47,,0
154,"Thanks for joining us during our part of National Preparedness Month! By connecting with weather and safety information and informing others as well, you can be a piece of our Weather-Ready Nation puzzle! http://weather.gov/wrn # PrepareNow # NatlPrep # WeatherReadypic.twitter.com/vqzYRBXPzr",2018-09-28 17:15:00,https://twitter.com/NWS/status/1045783960108888064,35,17,https://pbs.twimg.com/media/DnnOAApWsAAP9RB.jpg,1
155,"Our offices in the Southwest US are keeping a close eye on # Rosa, and what impacts moisture from the system could bring to the area. Check out the latest for your area at http://weather.gov https://twitter.com/NWSElPaso/status/1045699212917297154 …",2018-09-28 11:48:36,https://twitter.com/NWS/status/1045701817575919618,64,34,,1
156,There are so many resources to make it easy to be # WeatherReady! Take a step further and join the ranks of over 7000 organizations and be a piece of the Weather-Ready puzzle. Learn more about being a Weather-Ready Nation Ambassador: https://www.weather.gov/wrn/ambassadors . # PrepareNow # NatlPreppic.twitter.com/Dr3Ln4BbTh,2018-09-28 09:14:00,https://twitter.com/NWS/status/1045662912046481408,39,35,https://pbs.twimg.com/media/DnnN0WTXsAA5J8M.jpg,1
157,"Hurricane Rosa, likely to bring heavy rain and flood threat to the Desert Southwest next week.pic.twitter.com/tpbxrpsTkq",2018-09-27 22:35:06,https://twitter.com/NWS/status/1045502127475503104,194,130,https://pbs.twimg.com/media/DoJeoBLWkAEPTIx.jpg,-1
158,"Our fall safety campaign began on September 1! Hazards for this season include floods, fog, wind, hurricanes, winter precipitation, and wildfires. Equip yourself to stay safe and make sure your family has a plan. https://www.weather.gov/wrn/fall-safety # PrepareNow # NatlPrep # WeatherReadypic.twitter.com/PEx5qYe7Gz",2018-09-27 17:13:00,https://twitter.com/NWS/status/1045421068326850560,95,71,https://pbs.twimg.com/media/DnnNqb9X0AAO85N.png,1
159,"NOAA analysis finds significantly higher rainfall frequency values in parts of Texas, redefining the amount of rainfall it takes to qualify as a 100-year or 500-year event. http://www.noaa.gov/media-release/noaa-updates-texas-rainfall-frequency-values …pic.twitter.com/bY9FtLiMDB",2018-09-27 11:30:33,https://twitter.com/NWS/status/1045334887753043968,80,66,https://pbs.twimg.com/media/DoHB5xFUcAA637B.jpg,1
160,How can you stay safe during hazardous weather? The next piece of our Weather-Ready puzzle is to learn all about weather safety. Check out https://www.weather.gov/safetycampaign to find safety tips for each season of the year! # PrepareNow # NatlPrep # WeatherReadypic.twitter.com/C38WNNtYQJ,2018-09-27 10:12:00,https://twitter.com/NWS/status/1045315120220397568,27,20,https://pbs.twimg.com/media/DnnNbK8XcAAwaJp.jpg,1
161,High elevation snow and much below normal temperatures will continue along the Northern Tier as a Canadian front moves south. Gusty winds across portions of the west will keep fire weather threats elevated-to-critical. Heavy rain continues in the Appalachians.pic.twitter.com/xFYEjQdFAt,2018-09-26 21:38:23,https://twitter.com/NWS/status/1045125467076997120,67,35,https://pbs.twimg.com/media/DoEENfFU8AAZRZ4.jpg,1
162,"Hurricane Hunters discovered the pressure has risen in Kirk, which means it's weakened a little, but is still considered a Tropical Storm. Shear is forecast to increase within the next 24 hours, and Kirk is expected to dissipate within the next 5 days.https://twitter.com/NHC_Atlantic/status/1045097700151234560 …",2018-09-26 21:13:41,https://twitter.com/NWS/status/1045119251823120384,65,40,,-1
163,"Southwestern states. Stay tuned to your local forecast office at http://weather.gov , and the National Hurricane Center at http://nhc.noaa.gov for the latest information on expected impacts from # Rosa.https://twitter.com/NWSVegas/status/1045088885490044929 …",2018-09-26 21:06:37,https://twitter.com/NWS/status/1045117473090097153,53,37,,1
164,"Staying connected by finding your local NWS Weather Forecast Office on social media, is another piece of the Weather-Ready puzzle! Learn more about how to connect at https://www.weather.gov/socialmedia . # PrepareNow # NatlPrep # WeatherReadypic.twitter.com/Yqgo9GKhTj",2018-09-26 18:11:00,https://twitter.com/NWS/status/1045073276613980160,18,3,https://pbs.twimg.com/media/DnnNNwJW0AAiY-B.jpg,1
165,"Exactly one week from when we hit ""send"" on this - Wednesday, Oct 3 at 2:18 pm EDT - there will be a national test of the Wireless Emergency Alert (WEA) system. A test message will be sent to cell phones connected to wireless providers participating in WEA http://fema.gov/emergency-alert-test …pic.twitter.com/eVTmPecfRn",2018-09-26 14:18:00,https://twitter.com/NWS/status/1045014640328142848,97,113,https://pbs.twimg.com/media/DoCZmJSXkAETp_N.png,1
166,Feel cooler than yesterday where you are? You're definitely not alone. A good portion of the US is cooler and drier today behind a cold front still pushing southward. Get your latest local forecast at http://weather.gov # WednesdayWisdompic.twitter.com/o01QdZPEOY,2018-09-26 13:27:15,https://twitter.com/NWS/status/1045001870526337027,82,45,https://pbs.twimg.com/media/DoCXk72WkAAXElC.jpg,1
167,"The next piece to our # WeatherReady puzzle are Wireless Emergency Alerts! WEA are emergency messages sent by authorized government alerting authorities through your mobile carrier, and are vital severe weather alerts based on location http://weather.gov/wrn/wea # PrepareNow # NatlPreppic.twitter.com/XrHjmznxUE",2018-09-26 10:11:00,https://twitter.com/NWS/status/1044952480830943232,31,18,https://pbs.twimg.com/media/DnnM-OBWwAAp502.jpg,1
168,A good reminder that rip currents aren't just an ocean hazard. Many Great Lakes beaches are seeing dangerous conditions today as well. Check the latest at http://weather.gov/beach https://twitter.com/NWSIWX/status/1044930598530437120 …,2018-09-26 09:49:31,https://twitter.com/NWS/status/1044947075807555584,48,29,,1
169,"Scattered damaging winds are possible across the Northeast States between about 2 to 10 PM EDT. A couple tornadoes may also occur, mainly centered on western New England between 3 to 8 PM EDT. Visit http://weather.gov for the latest.pic.twitter.com/pbTeF9imuv",2018-09-26 09:46:53,https://twitter.com/NWS/status/1044946412147027968,46,41,https://pbs.twimg.com/media/DoBlGq_XUAAj2ix.jpg,1
170,This shows how a rip current can pull its victims straight away from the shoreline...and why it's important to swim parallel to the beach to escape one. Lots of rip current issues along the East Coast today. Check http://weather.gov/beach before you head out.pic.twitter.com/Xp4i5eNCyW,2018-09-26 08:34:32,https://twitter.com/NWS/status/1044928204664958976,404,268,,1
171,"A disturbance off The Carolina coastline will bring showers, thunderstorms, and dangerous surf conditions, including rip currents. The remnants of Kirk east of the Windward Islands may reform in the next day or two. The remnants of Leslie may reform later this week.pic.twitter.com/UDOywn3bQC",2018-09-25 20:26:30,https://twitter.com/NWS/status/1044744989585154048,126,93,https://pbs.twimg.com/media/Dn-slWVXcAA37Gh.jpg,-1
172,"Periods of heavy rain continues across central KY and New England with potential for flooding and flash flooding. In the Upper Midwest, a well organized line of thunderstorms along a cold front may produce damaging winds and isolated tornadoes.pic.twitter.com/wYKm66yZj3",2018-09-25 20:15:22,https://twitter.com/NWS/status/1044742187290939393,37,27,https://pbs.twimg.com/media/Dn-rH0nXcAELXi6.jpg,-1
173,One of our Weather-Ready puzzle pieces is to have multiple ways to receive weather alerts. Receiving warnings for dangerous weather events. Stay # WeatherReady by knowing your options: http://youtu.be/ZqmguEWojYw # PrepareNow # NatlPrep,2018-09-25 11:10:00,https://twitter.com/NWS/status/1044604942013657088,51,32,,-1
174,"Scattered severe storms with damaging winds as the primary hazard may develop in eastern Iowa and spread east across northern Illinois this afternoon, into southern Lower Michigan and northern portions of Indiana and Ohio this evening.pic.twitter.com/FFQ1sEQvPs",2018-09-25 08:52:24,https://twitter.com/NWS/status/1044570311822389253,47,32,https://pbs.twimg.com/media/Dn8PHb8W0AApFRr.jpg,1
175,Flooding/flash flooding will be possible across portions of the Mid-MS to lower OH valleys into central KY/TN through early evening.pic.twitter.com/W02l0BBmhS,2018-09-24 18:59:11,https://twitter.com/NWS/status/1044360627274354688,23,10,https://pbs.twimg.com/media/Dn5QRdpU4AA7J3l.jpg,1
176,Trying to decide if you need an umbrella or a jacket? Check out the hourly weather graph to get the hourly forecast https://www.weather.gov/wrn/hourly-weather-graph …. Pass this along to a friend so they aren’t caught unaware! # PrepareNow # NatlPrep # WeatherReadypic.twitter.com/5ivKzyVq1B,2018-09-24 17:08:00,https://twitter.com/NWS/status/1044332646418063360,78,27,https://pbs.twimg.com/media/DnnMe3zW0AA9rQZ.jpg,0
177,"We know you’re often on the go, so get weather at your fingertips on your phone! Check out our mobile site https://www.weather.gov/wrn/mobile-phone … for instructions on how to easily access the NWS forecast on your phone. # PrepareNow # NatlPrep # WeatherReadypic.twitter.com/jXpmEliKYr",2018-09-24 11:08:00,https://twitter.com/NWS/status/1044242051896770560,44,33,https://pbs.twimg.com/media/DnnMVNhX4AAX6cT.jpg,1
178,"Numerous red flag warnings are in effect across portions of Nevada, Utah, and Wyoming due to an elevated to critical fire weather threat.pic.twitter.com/2zh7a7rIby",2018-09-23 15:45:06,https://twitter.com/NWS/status/1043949396675760128,59,40,https://pbs.twimg.com/media/DnzY_daXcAENYYk.jpg,-1
