,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,tz_cd,flow,flow_unit,flow_dt,stage,stage_unit,stage_dt,class,percentile,percent_median,percent_mean,url
102,2113850,"ARARAT RIVER AT ARARAT, NC",36.4044,-80.5617,3040101,EST,915,cfs,2019-04-16 14:30:00,2.3,ft,2019-04-16 14:30:00,7,92.26,280.67,222.88,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02113850
103,2114450,"LITTLE YADKIN RIVER AT DALTON, NC",36.2992,-80.4147,3040101,EST,65.7,cfs,2019-04-16 14:15:00,0.95,ft,2019-04-16 14:15:00,6,76.71,182.5,102.54,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02114450
104,2115360,"YADKIN RIVER AT ENON, NC",36.1317,-80.4439,3040101,EST,7110,cfs,2019-04-16 14:00:00,8.69,ft,2019-04-16 14:00:00,7,92.05,298.74,222.31,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02115360
105,2116500,"YADKIN RIVER AT YADKIN COLLEGE, NC",35.8567,-80.3869,3040101,EST,8240,cfs,2019-04-16 14:00:00,6.63,ft,2019-04-16 14:00:00,6,89.08,291.17,199.66,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02116500
106,2118000,"SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC",35.845,-80.6589,3040102,EST,1490,cfs,2019-04-16 14:00:00,6.01,ft,2019-04-16 14:00:00,7,96.54,420.9,324.93,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02118000
107,2118500,"HUNTING CREEK NEAR HARMONY, NC",36.0006,-80.7456,3040102,EST,558,cfs,2019-04-16 14:30:00,2.8,ft,2019-04-16 14:30:00,7,91.85,232.5,193.62,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02118500
108,2120780,"SECOND CREEK NEAR BARBER, NC",35.7176,-80.5961,3040102,EST,200,cfs,2019-04-16 14:00:00,3.67,ft,2019-04-16 14:00:00,6,81.88,190.48,84.16,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02120780
109,2121500,"ABBOTTS CREEK AT LEXINGTON, NC",35.8069,-80.2347,3040103,EST,315,cfs,2019-04-16 14:30:00,5.23,ft,2019-04-16 14:30:00,0,69.89,186.39,65.45,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02121500
110,2123500,"UWHARRIE RIVER NEAR ELDORADO, NC",35.4299,-80.0178,3040103,EST,0,,0000-00-00 00:00:00,4.11,ft,2019-04-16 14:00:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02123500
111,2124080,"CLARKE CREEK NEAR HARRISBURG, NC",35.4142,-80.7519,3040105,EST,41.3,cfs,2019-04-16 14:20:00,3.77,ft,2019-04-16 14:20:00,0,69.83,375.45,130.45,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02124080
112,2124269,"BACK CR AT SR1173 NEAR HARRISBURG, NC",35.3092,-80.6736,3040105,EST,3.97,cfs,2019-04-16 14:15:00,2.46,ft,2019-04-16 14:15:00,0,56.42,180.45,42.64,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02124269
113,2126000,"ROCKY RIVER NEAR NORWOOD, NC",35.1489,-80.1758,3040105,EST,2070,cfs,2019-04-16 14:00:00,3.13,ft,2019-04-16 14:00:00,6,75.82,284.34,105.89,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02126000
114,2126375,"PEE DEE R AT PEE DEE REFUGE NR ANSONVILLE, NC",35.1032,-80.0459,3040104,EST,0,,0000-00-00 00:00:00,14.55,ft,2019-04-16 14:15:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02126375
115,2128000,"LITTLE RIVER NEAR STAR, NC",35.3872,-79.8314,3040104,EST,314,cfs,2019-04-16 14:45:00,2.93,ft,2019-04-16 14:45:00,6,80.96,277.88,135.86,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02128000
116,2129000,"PEE DEE R NR ROCKINGHAM, NC",34.9458,-79.8697,3040201,EST,12800,cfs,2019-04-16 14:00:00,5.06,ft,2019-04-16 14:00:00,6,76.77,161.62,124.88,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02129000
117,2129375,"PEE DEE RIVER ABOVE JONES CREEK NEAR CORDOVA, NC",34.8663,-79.8789,3040201,EST,0,,0000-00-00 00:00:00,6.12,ft,2019-04-16 14:15:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02129375
118,2132320,"BIG SHOE HEEL CREEK NR LAURINBURG, NC",34.7506,-79.3867,3040204,EST,210,cfs,2019-04-16 14:45:00,4.17,ft,2019-04-16 14:45:00,8,96.77,230.14,201.65,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02132320
119,2133500,"DROWNING CREEK NEAR HOFFMAN, NC",35.0611,-79.4939,3040203,EST,574,cfs,2019-04-16 14:00:00,5.57,ft,2019-04-16 14:00:00,6,89.29,208.73,178.88,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02133500
120,2133624,"LUMBER RIVER NEAR MAXTON, NC",34.7728,-79.3319,3040203,EST,1050,cfs,2019-04-16 14:00:00,11.18,ft,2019-04-16 14:00:00,7,90.12,236.49,195.67,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02133624
121,2134170,"LUMBER RIVER AT LUMBERTON, NC",34.6203,-79.0111,3040203,EST,2010,cfs,2019-04-16 14:45:00,14.05,ft,2019-04-16 14:45:00,0,89.14,306.4,222.79,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02134170
122,2134480,"BIG SWAMP NR TAR HEEL, NC",34.7103,-78.8364,3040203,EST,675,cfs,2019-04-16 14:45:00,11.25,ft,2019-04-16 14:45:00,6,88.57,402.99,269.44,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02134480
123,2134500,"LUMBER RIVER AT BOARDMAN, NC",34.4425,-78.9603,3040203,EST,3490,cfs,2019-04-16 14:00:00,7.59,ft,2019-04-16 14:00:00,6,85.71,249.29,190.6,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02134500
124,2137727,"CATAWBA R NR PLEASANT GARDENS, NC",35.6858,-82.0603,3050101,EST,567,cfs,2019-04-16 14:45:00,2.94,ft,2019-04-16 14:45:00,6,80.91,233.33,154.42,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02137727
125,2138500,"LINVILLE RIVER NEAR NEBO, NC",35.7956,-81.8911,3050101,EST,414,cfs,2019-04-16 14:45:00,2.25,ft,2019-04-16 14:45:00,6,85.1,289.51,156.33,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02138500
126,2138520,"CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC",35.7404,-81.8347,3050101,EST,1610,cfs,2019-04-16 14:15:00,4.21,ft,2019-04-16 14:15:00,0,90.0,355.41,258.56,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02138520
127,2138816,"OLD CATAWBA R BL CATAWBA DAM NEAR BRIDGEWATER, NC",35.7345,-81.8874,3050101,EST,88.3,cfs,2019-04-16 14:45:00,1.85,ft,2019-04-16 13:45:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02138816
128,2140991,"JOHNS RIVER AT ARNEYS STORE, NC",35.8336,-81.7119,3050101,EST,1020,cfs,2019-04-16 14:15:00,3.47,ft,2019-04-16 14:15:00,6,85.22,282.94,149.87,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02140991
129,2141500,"CATAWBA RIVER AT RHODHISS, NC",35.7726,-81.4307,3050101,EST,0,,0000-00-00 00:00:00,12.61,ft,2019-04-16 14:30:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02141500
130,2142000,"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",35.9456,-81.2369,3050101,EST,111,cfs,2019-04-16 14:30:00,1.68,ft,2019-04-16 14:30:00,7,90.12,246.12,196.11,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02142000
131,2142654,"MCDOWELL CREEK NR HUNTERSVILLE, NC",35.4069,-80.8906,3050101,EST,8.99,cfs,2019-04-16 14:25:00,1.86,ft,2019-04-16 14:25:00,0,60.15,171.56,44.35,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02142654
132,2142900,"LONG CREEK NEAR PAW CREEK, NC",35.3286,-80.9097,3050101,EST,25.5,cfs,2019-04-16 14:45:00,1.63,ft,2019-04-16 14:45:00,6,79.8,231.82,88.3,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02142900
133,2142914,"GUM BRANCH NEAR THRIFT, NC",35.2994,-80.9464,3050101,EST,6.43,cfs,2019-04-16 14:55:00,1.72,ft,2019-04-16 14:55:00,0,66.62,261.38,77.56,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02142914
134,2143000,"HENRY FORK NEAR HENRY RIVER, NC",35.6844,-81.4033,3050102,EST,335,cfs,2019-04-16 14:30:00,2.33,ft,2019-04-16 14:30:00,6,87.69,244.53,166.45,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02143000
135,2143040,"JACOB FORK AT RAMSEY, NC",35.5906,-81.5669,3050102,EST,122,cfs,2019-04-16 14:30:00,2.64,ft,2019-04-16 14:30:00,6,85.48,251.55,166.53,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02143040
136,2143500,"INDIAN CREEK NEAR LABORATORY, NC",35.4206,-81.2653,3050102,EST,111,cfs,2019-04-16 14:00:00,1.48,ft,2019-04-16 14:00:00,5,66.98,131.36,83.05,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02143500
137,2144000,"LONG CREEK NEAR BESSEMER CITY, NC",35.3064,-81.2347,3050102,EST,57,cfs,2019-04-16 14:30:00,2.14,ft,2019-04-16 14:30:00,6,81.46,158.33,102.28,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02144000
138,2145000,"SOUTH FORK CATAWBA RIVER AT LOWELL, NC",35.2853,-81.1011,3050102,EST,2580,cfs,2019-04-16 14:15:00,5.67,ft,2019-04-16 14:15:00,7,91.81,306.6,226.79,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02145000
139,2145268,"DUHARTS CREEK AT SR 2439 NEAR CRAMERTON, NC",35.2475,-81.0977,3050102,EST,7.25,cfs,2019-04-16 14:45:00,1.17,ft,2019-04-16 14:45:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02145268
140,2146211,"IRWIN CR AT STATESVILLE AVE AT CHARLOTTE, NC",35.2619,-80.8369,3050103,EST,6.06,cfs,2019-04-16 14:55:00,2.19,ft,2019-04-16 14:55:00,5,51.89,106.88,49.03,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146211
141,2146285,"STEWART CREEK AT WEST MOREHEAD ST AT CHARLOTTE, NC",35.2283,-80.8692,3050103,EST,16.5,cfs,2019-04-16 14:55:00,2.0,ft,2019-04-16 14:55:00,0,75.05,157.14,92.54,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146285
142,2146300,"IRWIN CREEK NEAR CHARLOTTE, NC",35.1978,-80.9044,3050103,EST,36.8,cfs,2019-04-16 14:55:00,0.95,ft,2019-04-16 14:55:00,5,73.06,160.0,71.76,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146300
143,2146315,"TAGGART CREEK AT WEST BOULEVARD NR CHARLOTTE, NC",35.2067,-80.9219,3050103,EST,3.37,cfs,2019-04-16 14:55:00,1.51,ft,2019-04-16 14:55:00,0,66.26,185.16,53.15,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146315
144,2146330,"SUGAR CREEK AT ARROWOOD ROAD NEAR CHARLOTTE, NC",35.1397,-80.9111,3050103,EST,0,,0000-00-00 00:00:00,1.22,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146330
145,2146348,"COFFEY CREEK NR CHARLOTTE, NC",35.1458,-80.9269,3050103,EST,9.69,cfs,2019-04-16 14:55:00,2.42,ft,2019-04-16 14:55:00,0,73.11,285.0,64.51,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146348
146,2146381,"SUGAR CREEK AT NC 51 NEAR PINEVILLE, NC",35.0908,-80.8994,3050103,EST,87.7,cfs,2019-04-16 14:55:00,1.42,ft,2019-04-16 14:55:00,0,75.21,182.71,81.93,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146381
147,2146409,"LTL SUGAR CR AT MEDICAL CENTER DR AT CHARLOTTE, NC",35.2036,-80.8369,3050103,EST,11.3,cfs,2019-04-16 14:55:00,1.99,ft,2019-04-16 14:55:00,0,76.69,191.85,87.06,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146409
148,2146420,"LITTLE SUGAR CR AT HILLSIDE AVE, CHARLOTTE, NC",35.1792,-80.8464,3050103,EST,0,,0000-00-00 00:00:00,1.13,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146420
149,2146449,"BRIAR CREEK AT PROVIDENCE ROAD AT CHARLOTTE, NC",35.1825,-80.82,3050103,EST,0,,0000-00-00 00:00:00,1.46,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146449
150,2146470,"LITTLE HOPE CR AT SENECA PLACE AT CHARLOTTE, NC",35.1644,-80.8531,3050103,EST,2.38,cfs,2019-04-16 14:55:00,3.25,ft,2019-04-16 14:55:00,6,77.24,216.36,73.68,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146470
151,2146507,"LITTLE SUGAR C AT ARCHDALE DR AT CHARLOTTE, NC",35.1481,-80.8578,3050103,EST,57.9,cfs,2019-04-16 14:55:00,2.61,ft,2019-04-16 14:55:00,5,64.81,117.33,68.25,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146507
152,2146530,"LITTLE SUGAR CREEK AT PINEVILLE, NC",35.0853,-80.8822,3050103,EST,67.4,cfs,2019-04-16 14:55:00,2.05,ft,2019-04-16 14:55:00,0,70.11,164.39,83.61,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146530
153,2146562,"CAMPBELL CREEK NR CHARLOTTE, NC",35.1867,-80.7367,3050103,EST,3.11,cfs,2019-04-16 14:55:00,1.17,ft,2019-04-16 14:55:00,0,64.25,210.14,59.01,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146562
154,2146600,"MCALPINE CR AT SARDIS ROAD NEAR CHARLOTTE, NC",35.1378,-80.7675,3050103,EST,26.9,cfs,2019-04-16 14:55:00,1.29,ft,2019-04-16 14:55:00,5,61.04,134.5,57.56,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146600
155,2146614,"MCALPINE CR AT COLONY RD NEAR OLDE PROVIDENCE, NC",35.1183,-80.8067,3050103,EST,0,,0000-00-00 00:00:00,2.37,ft,2019-04-16 14:55:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146614
156,2146670,"FOUR MILE CREEK NEAR PINEVILLE, NC",35.0769,-80.8225,3050103,EST,14.1,cfs,2019-04-16 14:55:00,4.18,ft,2019-04-16 14:55:00,0,54.55,131.16,100.57,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146670
157,2146700,"MCMULLEN CR AT SHARON VIEW RD NEAR CHARLOTTE, NC",35.1408,-80.82,3050103,EST,3.47,cfs,2019-04-16 14:55:00,0.94,ft,2019-04-16 14:55:00,5,66.93,151.53,59.42,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146700
158,2146750,"MCALPINE CR BELOW MCMULLEN CR NR PINEVILLE, NC",35.0665,-80.8699,3050103,EST,62.5,cfs,2019-04-16 14:55:00,2.0,ft,2019-04-16 14:55:00,5,57.16,145.35,43.12,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02146750
159,2149000,"COVE CREEK NEAR LAKE LURE, NC",35.4233,-82.1117,3050105,EST,353,cfs,2019-04-16 14:30:00,3.55,ft,2019-04-16 14:30:00,7,90.02,252.14,172.46,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02149000
160,2150495,"SECOND BROAD RIVER NR LOGAN, NC",35.4044,-81.8725,3050105,EST,313,cfs,2019-04-16 14:45:00,3.9,ft,2019-04-16 14:45:00,0,84.56,295.28,192.3,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02150495
161,2151500,"BROAD RIVER NEAR BOILING SPRINGS, NC",35.2108,-81.6975,3050105,EST,3790,cfs,2019-04-16 14:15:00,4.28,ft,2019-04-16 14:15:00,7,92.66,235.4,192.5,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02151500
162,2152100,"FIRST BROAD RIVER NEAR CASAR, NC",35.4931,-81.6822,3050105,EST,205,cfs,2019-04-16 14:30:00,1.71,ft,2019-04-16 14:30:00,6,82.78,227.52,156.64,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02152100
163,2152474,"FIRST BROAD RIVER AT LAWNDALE, NC",35.4153,-81.5617,3050105,EST,561,cfs,2019-04-16 14:15:00,2.73,ft,2019-04-16 14:15:00,0,81.1,243.91,195.33,https://waterdata.usgs.gov/nc/nwis/uv?site_no=02152474
164,3161000,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",36.3933,-81.4069,5050001,EST,1170,cfs,2019-04-16 14:30:00,3.58,ft,2019-04-16 14:30:00,7,91.39,245.8,186.9,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03161000
165,3439000,"FRENCH BROAD RIVER AT ROSMAN, NC",35.1433,-82.8247,6010105,EST,555,cfs,2019-04-16 14:15:00,3.3,ft,2019-04-16 14:15:00,6,87.5,197.51,161.34,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03439000
166,3441000,"DAVIDSON RIVER NEAR BREVARD, NC",35.2731,-82.7058,6010105,EST,326,cfs,2019-04-16 14:30:00,1.82,ft,2019-04-16 14:30:00,7,90.01,219.53,167.92,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03441000
167,3443000,"FRENCH BROAD RIVER AT BLANTYRE, NC",35.2992,-82.6239,6010105,EST,3120,cfs,2019-04-16 14:30:00,14.44,ft,2019-04-16 14:30:00,7,94.35,276.11,231.45,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03443000
168,3446000,"MILLS RIVER NEAR MILLS RIVER, NC",35.3981,-82.595,6010105,EST,383,cfs,2019-04-16 14:30:00,2.79,ft,2019-04-16 14:30:00,6,89.44,201.05,156.13,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03446000
169,3447687,"FRENCH BROAD RIVER NEAR FLETCHER, NC",35.4292,-82.5525,6010105,EST,5520,cfs,2019-04-16 14:45:00,9.45,ft,2019-04-16 14:45:00,0,94.12,335.56,287.7,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03447687
170,3450000,"BEETREE CREEK NEAR SWANNANOA, NC",35.6531,-82.4053,6010105,EST,35.7,cfs,2019-04-16 14:30:00,1.85,ft,2019-04-16 14:30:00,7,91.0,274.62,200.11,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03450000
171,3451000,"SWANNANOA RIVER AT BILTMORE, NC",35.5683,-82.5447,6010105,EST,593,cfs,2019-04-16 14:00:00,3.12,ft,2019-04-16 14:00:00,7,93.16,289.27,230.0,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03451000
172,3451500,"FRENCH BROAD RIVER AT ASHEVILLE, NC",35.6089,-82.5781,6010105,EST,7050,cfs,2019-04-16 14:00:00,4.79,ft,2019-04-16 14:00:00,7,95.29,291.32,245.37,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03451500
173,3453000,"IVY RIVER NEAR MARSHALL, NC",35.7697,-82.6208,6010105,EST,442,cfs,2019-04-16 14:30:00,3.74,ft,2019-04-16 14:30:00,7,92.69,248.31,186.33,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03453000
174,3453500,"FRENCH BROAD RIVER AT MARSHALL, NC",35.7864,-82.6608,6010105,EST,7660,cfs,2019-04-16 14:00:00,4.59,ft,2019-04-16 14:00:00,7,94.24,256.19,220.25,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03453500
175,3454500,"FRENCH BROAD RIVER AT HOT SPRINGS, NC",35.8899,-82.821,6010105,EST,8860,cfs,2019-04-16 14:15:00,4.77,ft,2019-04-16 14:15:00,0,95.65,309.79,279.78,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03454500
176,3455500,"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",35.3961,-82.9375,6010106,EST,204,cfs,2019-04-16 14:30:00,1.8,ft,2019-04-16 14:30:00,6,82.62,187.16,140.97,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03455500
177,3455773,"LAKE LOGAN AT DAM NEAR HAZELWOOD, NC",35.4225,-82.9222,6010106,EST,0,,0000-00-00 00:00:00,53.72,ft,2019-04-16 14:30:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03455773
178,3456100,"WEST FORK PIGEON RIVER AT BETHEL, NC",35.4639,-82.9,6010106,EST,384,cfs,2019-04-16 14:30:00,1.95,ft,2019-04-16 14:30:00,6,85.3,210.99,158.51,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03456100
179,3456500,"EAST FORK PIGEON RIVER NEAR CANTON, NC",35.4617,-82.8697,6010106,EST,433,cfs,2019-04-16 14:30:00,2.21,ft,2019-04-16 14:30:00,6,88.29,266.46,184.9,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03456500
180,3456991,"PIGEON RIVER NEAR CANTON, NC",35.5219,-82.8481,6010106,EST,875,cfs,2019-04-16 14:00:00,2.88,ft,2019-04-16 14:00:00,6,87.08,226.98,166.69,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03456991
181,3459500,"PIGEON RIVER NEAR HEPCO, NC",35.635,-82.99,6010106,EST,1720,cfs,2019-04-16 14:30:00,3.86,ft,2019-04-16 14:30:00,7,90.06,212.08,166.44,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03459500
182,3460000,"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC",35.6672,-83.0728,6010106,EST,247,cfs,2019-04-16 14:30:00,3.09,ft,2019-04-16 14:30:00,7,91.58,196.81,163.77,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03460000
183,3460795,"PIGEON R BL POWER PLANT NR WATERVILLE, NC",35.7836,-83.1119,6010106,EST,1920,cfs,2019-04-16 14:15:00,6.79,ft,2019-04-16 14:15:00,0,82.14,162.71,142.0,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03460795
184,3463300,"SOUTH TOE RIVER NEAR CELO, NC",35.8314,-82.1842,6010108,EST,259,cfs,2019-04-16 14:30:00,1.39,ft,2019-04-16 14:30:00,6,79.56,176.79,118.16,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03463300
185,3479000,"WATAUGA RIVER NEAR SUGAR GROVE, NC",36.2392,-81.8222,6010103,EST,493,cfs,2019-04-16 14:30:00,2.96,ft,2019-04-16 14:30:00,6,88.85,304.32,148.43,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03479000
186,3500000,"LITTLE TENNESSEE RIVER NEAR PRENTISS, NC",35.15,-83.3797,6010202,EST,939,cfs,2019-04-16 14:30:00,3.51,ft,2019-04-16 14:30:00,6,89.28,193.01,160.18,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03500000
187,3500240,"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",35.1589,-83.3942,6010202,EST,244,cfs,2019-03-27 12:45:00,2.69,ft,2019-03-27 12:45:00,0,77.99,150.15,118.34,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03500240
188,3501975,"LITTLE TENNESSEE RIVER AB NC HWY 28 AT IOTLA, NC",35.2329,-83.3915,6010202,EST,2100,cfs,2019-04-16 14:15:00,4.23,ft,2019-04-16 14:15:00,0,83.33,203.88,231.99,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03501975
189,3503000,"LITTLE TENNESSEE RIVER AT NEEDMORE, NC",35.3364,-83.5269,6010202,EST,2930,cfs,2019-04-16 14:15:00,4.53,ft,2019-04-16 14:15:00,7,90.97,220.3,182.75,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03503000
190,3504000,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",35.1275,-83.6186,6010202,EST,513,cfs,2019-04-16 14:30:00,2.26,ft,2019-04-16 14:30:00,7,91.29,219.23,175.53,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03504000
191,3505550,"NANTAHALA RIVER NEAR HEWITT, NC",35.305,-83.6522,6010202,EST,1110,cfs,2019-04-16 14:30:00,3.34,ft,2019-04-16 14:30:00,0,88.8,264.29,218.38,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03505550
192,3508050,"TUCKASEGEE RIVER AT SR 1172 NR CULLOWHEE, NC",35.2878,-83.1439,6010203,EST,1050,cfs,2019-04-16 14:15:00,6.58,ft,2019-04-16 14:15:00,0,92.86,360.82,310.23,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03508050
193,3510577,"TUCKASEGEE RIVER AT BARKER'S CREEK, NC",35.3844,-83.2917,6010203,EST,1880,cfs,2019-04-16 14:15:00,5.38,ft,2019-04-16 14:15:00,0,90.04,290.12,219.76,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03510577
194,3512000,"OCONALUFTEE RIVER AT BIRDTOWN, NC",35.4614,-83.3536,6010203,EST,978,cfs,2019-04-16 14:00:00,2.58,ft,2019-04-16 14:00:00,6,82.11,161.12,129.74,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03512000
195,3513000,"TUCKASEGEE RIVER AT BRYSON CITY, NC",35.4275,-83.4469,6010203,EST,3260,cfs,2019-04-16 14:15:00,4.0,ft,2019-04-16 14:15:00,6,86.5,163.82,146.36,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03513000
196,3550000,"VALLEY RIVER AT TOMOTLA, NC",35.1389,-83.9806,6020002,EST,453,cfs,2019-04-16 14:30:00,3.05,ft,2019-04-16 14:30:00,6,79.46,156.21,124.67,https://waterdata.usgs.gov/nc/nwis/uv?site_no=03550000
197,204382800,"PASQUOTANK RIVER NEAR SOUTH MILLS, NC",36.4214,-76.3425,3010205,EST,303,cfs,2019-04-16 14:15:00,7.25,ft,2019-04-16 14:15:00,0,95.65,201.33,197.0,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0204382800
198,207730290,"AFTERBAY RESERVOIR AT DAM NR MCGEHEES MILL, NC",36.5225,-78.9975,3010104,EST,0,,0000-00-00 00:00:00,379.15,ft,2019-04-16 14:45:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0207730290
199,208062765,"ROANOKE RIVER AT HALIFAX, NC",36.3311,-77.5803,3010107,EST,0,,0000-00-00 00:00:00,25.96,ft,2019-04-16 14:15:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208062765
200,208111310,"CASHIE RIVER AT SR1257 NEAR WINDSOR, NC",36.0478,-76.9842,3010107,EST,346,cfs,2019-04-16 14:15:00,6.17,ft,2019-04-16 14:15:00,6,87.46,537.68,292.9,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208111310
201,208114150,"ROANOKE RIVER AT NC 45 NR WESTOVER, NC",35.915,-76.7228,3010107,EST,0,,0000-00-00 00:00:00,1.72,ft,2019-04-16 14:45:00,0,0.0,,,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208114150
202,208250410,"TAR RIVER BELOW DAM NEAR LANGLEY CROSSROADS, NC",35.8999,-77.8841,3020101,EST,4940,cfs,2019-04-16 14:15:00,10.15,ft,2019-04-16 14:15:00,0,85.71,987.01,640.83,https://waterdata.usgs.gov/nc/nwis/uv?site_no=0208250410
